ID,Price,Rent Estimate,Bathrooms,Bedrooms,Living Area,Street Name,City,Zip,Pool
JTpet878659,450000,1829,2,3,1050,Petunia Dr,Joshua Tree,92252,FALSE
JTelw204878,525000,2214,2,3,1589,Elwood St,Joshua Tree,92252,FALSE
JTfox407968,1100000,3211,2,3,1968,Foxy Flats Rd,Joshua Tree,92252,FALSE
JTgra783344,315000,1935,2,3,1144,Granada Dr,Joshua Tree,92252,FALSE
JTmel230455,1450000,1545,3,3,1785,Melton Trl,Joshua Tree,92252,FALSE
JTric553481,450000,3087,3,3,2076,Rice Ave,Joshua Tree,92252,FALSE
JTel 783076,355000,2434,2,3,1600,El Reposo Cir,Joshua Tree,92252,FALSE
JTcen730680,2100000,,3,3,2160,Center Ave,Joshua Tree,92252,FALSE
JTmor337704,335000,1823,2,3,1104,Morningside Rd,Joshua Tree,92252,FALSE
JToly533158,579000,1856,2,3,1974,Olympic Rd,Joshua Tree,92252,FALSE
JTcon771477,430000,2499,2,3,1880,Conejo Ave,Joshua Tree,92252,FALSE
JTwes556580,1495000,6627,3,4,2100,Wesley Rd,Joshua Tree,92252,FALSE
JTsun612090,899000,,4,3,1701,Sungold Ave,Joshua Tree,92252,FALSE
JTave462489,650000,2437,2,3,2046,Avenida La Mirada Trl,Joshua Tree,92252,FALSE
JTpue313125,599900,2469,2,4,1961,Pueblo Trl,Joshua Tree,92252,FALSE
JTgra600538,369000,2469,2,3,1350,Grand View Cir,Joshua Tree,92252,FALSE
JTtor312546,925000,2643,2,3,1540,Torres Ave,Joshua Tree,92252,FALSE
JTalt299855,439999,2851,2,3,1959,Alta Vista Dr,Joshua Tree,92252,FALSE
PHcas593182,878000,2499,2,3,1540,Cascade Rd,Panorama Heights,92252,FALSE
JTalt324611,599995,1849,2,3,1100,Alta Mesa Dr,Joshua Tree,92252,FALSE
JThil456894,299999,2329,2,3,1215,Hill View Rd,Joshua Tree,92252,FALSE
JTval189800,435000,1649,1,3,896,Valley View Dr,Joshua Tree,92252,FALSE
JTcam556968,495000,3140,2,3,1913,Campanula St,Joshua Tree,92252,FALSE
JTave509512,325000,1808,1,3,1056,Avenida Del Sol,Joshua Tree,92252,FALSE
JTbel828999,925000,3111,2,3,2071,Belmont St,Joshua Tree,92252,FALSE
JTden112414,695000,4940,3,3,2729,Dennis Ave,Joshua Tree,92252,FALSE
JTlat852010,599000,2300,2,3,1590,Latham Trl,Joshua Tree,92252,FALSE
JTcal765522,449000,2931,2,4,1991,Calle Del Rio,Joshua Tree,92252,FALSE
JTole679232,419000,1764,2,3,1100,Oleander Dr,Joshua Tree,92252,FALSE
JTwre476134,875000,2300,2,3,1280,Wren Rd,Joshua Tree,92252,FALSE
JTave362849,565000,1784,1,3,985,Avenida Del Sol,Joshua Tree,92252,FALSE
JTsun336768,625000,3375,3,3,1892,Sunny Vista Rd,Joshua Tree,92252,FALSE
JTsun158745,645000,2570,2,3,1923,Sunny Vista Rd,Joshua Tree,92252,FALSE
JTel 791001,499999,1864,2,3,1056,El Cajon Dr,Joshua Tree,92252,FALSE
JTsan813802,610000,2999,4,3,2000,Sandalwood Trl,Joshua Tree,92252,FALSE
JTst 171435,439999,1844,1,4,1096,St S,Joshua Tree,92252,FALSE
JTsun711937,689900,2211,2,3,1696,Sunset Rd,Joshua Tree,92252,FALSE
JTelw109750,650000,4623,4,3,3148,Elwood St,Joshua Tree,92252,FALSE
JTole908101,398000,2084,2,3,1296,Oleander Dr,Joshua Tree,92252,FALSE
JTove673152,1100000,3063,4,4,1980,Overhill Rd,Joshua Tree,92252,FALSE
JTcen867633,550000,2939,2,3,1872,Center Ave,Joshua Tree,92252,FALSE
JTven881042,319000,1669,2,4,1176,Venus St,Joshua Tree,92252,FALSE
JTpue721536,599000,2300,2,3,1524,Pueblo Trl,Joshua Tree,92252,FALSE
JTsto995895,1100000,,4,4,2678,Stoney Crest Dr,Joshua Tree,92252,FALSE
JTw p635698,350000,,2,3,973,W Pkwy,Joshua Tree,92252,FALSE
JTori563601,849000,3140,4,3,1700,Orion Dr,Joshua Tree,92252,FALSE
JTcho592828,399995,1853,1,3,1080,Chollita Rd,Joshua Tree,92252,FALSE
JTbon134633,413000,2400,2,3,1386,Bonair Rd,Joshua Tree,92252,FALSE
JTshe110947,879000,2398,2,3,1700,Sherwood Rd,Joshua Tree,92252,FALSE
JTsun339962,1800000,3499,4,4,2200,Sunfair Rd,Joshua Tree,92252,FALSE
JToly571691,850000,4500,3,4,2600,Olympic Rd,Joshua Tree,92252,FALSE
YVdes797316,539000,3649,3,3,2436,Desert Gold Dr,Yucca Valley,92284,FALSE
YVwar261004,949000,3058,4,4,3542,Warren Vista Ave,Yucca Valley,92284,FALSE
YVsun375142,459999,,2,4,1940,Sunny Slope Dr,Yucca Valley,92284,FALSE
YVbre928773,499900,3234,2,3,1632,Breezy Ln,Yucca Valley,92284,FALSE
YVava733096,659000,3195,3,3,2010,Avalon Ave,Yucca Valley,92284,FALSE
YVcar912157,749000,2922,3,3,1678,Cardillo Trl,Yucca Valley,92284,FALSE
YVven645066,499000,2666,2,3,1678,Ventura Ave,Yucca Valley,92284,FALSE
YVdum975187,349900,2300,2,3,1404,Dumosa Ave,Yucca Valley,92284,FALSE
YVpri873612,389000,1999,2,3,1218,Primavera Dr,Yucca Valley,92284,FALSE
YVtaf933124,530000,2710,3,3,2134,Taft Ct,Yucca Valley,92284,FALSE
YVnav381723,370000,1999,2,3,1302,Navajo Trl,Yucca Valley,92284,FALSE
YVeme649279,484950,2394,2,4,1784,Emerson Ave,Yucca Valley,92284,FALSE
YVela656661,699000,3034,3,3,1929,Elata Ave,Yucca Valley,92284,FALSE
YVbue934258,424900,2528,2,3,1396,Buena Vista Dr,Yucca Valley,92284,FALSE
YVmer496521,599999,2999,2,4,1885,Meredith Ct,Yucca Valley,92284,FALSE
YVsan769102,795000,3399,3,4,2351,San Andreas Rd,Yucca Valley,92284,FALSE
YVsai608389,479000,2570,2,4,1711,Saint Marys Dr,Yucca Valley,92284,FALSE
YVhil652435,299000,2499,2,3,1428,Hilton Ave,Yucca Valley,92284,FALSE
YVwar918123,690000,4859,3,5,3551,Warren Vista Ave,Yucca Valley,92284,FALSE
YVroc108533,489000,3211,2,4,1948,Rockaway Ave,Yucca Valley,92284,FALSE
YVcan809031,525000,1794,2,4,1948,Canterbury St,Yucca Valley,92284,FALSE
YVkis182007,450000,2467,2,3,1674,Kismet Rd,Yucca Valley,92284,FALSE
YVsie879345,549000,2055,2,3,1392,Sierra Vista Dr,Yucca Valley,92284,FALSE
YVbon843235,337900,1764,2,3,1056,Bonita Ave,Yucca Valley,92284,FALSE
YVgol478501,525000,2199,2,3,1508,Goleta Ave,Yucca Valley,92284,FALSE
YVast316213,298000,1800,2,3,1193,Aster Ave,Yucca Valley,92284,FALSE
YVdum343808,380000,2937,3,3,1768,Dumosa Ave,Yucca Valley,92284,FALSE
YVfro769041,799000,2350,2,3,1815,Frontera Ave,Yucca Valley,92284,FALSE
YVvic181164,465500,2675,3,4,1900,Victoria Ave,Yucca Valley,92284,FALSE
YVhan252721,395000,2214,2,3,1564,Hanford Ave,Yucca Valley,92284,FALSE
YVroc295283,775000,3539,2,3,2235,Rockaway Ave,Yucca Valley,92284,FALSE
YViva905148,359000,2786,2,3,1878,Ivanhoe Dr,Yucca Valley,92284,FALSE
YVcon931809,385900,2394,2,3,1557,Condalia Ave,Yucca Valley,92284,FALSE
YVkis636748,459900,2984,2,3,2036,Kismet Rd,Yucca Valley,92284,FALSE
YVmon368877,849000,,3,3,2337,Monticello Ct,Yucca Valley,92284,FALSE
YVchi546048,508950,,2,3,1862,Chippewa Trl,Yucca Valley,92284,FALSE
YVmar544353,475000,1993,2,3,1553,Marvin Dr,Yucca Valley,92284,FALSE
YVsel469091,499000,2946,3,4,2112,Selecta Ave,Yucca Valley,92284,FALSE
YVrub171438,900000,2400,2,3,1764,Rubidoux Ave,Yucca Valley,92284,FALSE
YVpal654946,489900,2350,2,3,1530,Palomar Ave,Yucca Valley,92284,FALSE
YVava314959,425000,2264,2,3,1444,Avalon Ave,Yucca Valley,92284,FALSE
YVfor497276,769000,4711,3,3,2801,Fortuna Ave,Yucca Valley,92284,FALSE
YVama534050,399000,2926,2,4,2123,Amador Ave,Yucca Valley,92284,FALSE
YVsun500433,799900,1794,3,3,1719,Sunflower Dr,Yucca Valley,92284,FALSE
YVzun271356,385000,2300,2,3,1396,Zuni Trl,Yucca Valley,92284,FALSE
YVsie270464,549000,3999,2,3,2283,Sierra Way,Yucca Valley,92284,FALSE
YVpre514070,409000,2499,2,3,1352,Prescott Ave,Yucca Valley,92284,FALSE
YVfar997550,949000,2429,2,4,1842,Farrelo Ct,Yucca Valley,92284,FALSE
YVchu600834,479000,2907,2,4,1820,Church St,Yucca Valley,92284,FALSE
YVjos395560,445500,2199,2,3,1812,Joshua Ln,Yucca Valley,92284,FALSE
YVinc383136,375000,2939,2,4,2115,Inca Trl,Yucca Valley,92284,FALSE
YVsca463350,498000,3420,3,4,2006,Scarvan Rd,Yucca Valley,92284,FALSE
YVona181119,285000,1829,1,3,750,Onaga Trl,Yucca Valley,92284,FALSE
YVsan169713,699000,3240,2,3,2809,Santa Barbara Dr,Yucca Valley,92284,FALSE
YVnel510826,385000,2669,2,3,1723,Nelson Ave,Yucca Valley,92284,FALSE
YVpal686731,798000,2999,2,3,1814,Palo Alto Ave,Yucca Valley,92284,FALSE
YVdel391870,899000,4659,3,5,3504,Del Monte Ave,Yucca Valley,92284,FALSE
YVsan752093,639900,3543,3,3,2528,San Remo Trl,Yucca Valley,92284,FALSE
YVgol239221,340000,2298,2,3,1338,Goleta Ave,Yucca Valley,92284,FALSE
YVsun951871,549000,3137,3,4,1752,Sunset Dr,Yucca Valley,92284,FALSE
YVwar276326,449900,2999,2,3,1538,Warren Vista Ave,Yucca Valley,92284,FALSE
YVjav671418,489600,2362,2,3,1534,Java Dr,Yucca Valley,92284,FALSE
YVsan905780,450000,3799,3,4,2687,San Tropeze Dr,Yucca Valley,92284,FALSE
YVmon283628,729000,3928,2,3,2497,Monticello Rd,Yucca Valley,92284,FALSE
YVdee110046,519500,2911,2,3,1859,Deer Trl,Yucca Valley,92284,FALSE
YVcob372040,1149800,4570,3,3,2899,Cobalt Rd,Yucca Valley,92284,FALSE
YVcar628290,375000,2250,2,3,1420,Carlyle Dr,Yucca Valley,92284,FALSE
YVjos447104,394900,2956,2,3,2040,Joshua Ln,Yucca Valley,92284,FALSE
YVfro856285,434000,2300,2,3,1652,Frontera Ave,Yucca Valley,92284,FALSE
YVjua640518,394999,2214,2,3,1463,Juarez Dr,Yucca Valley,92284,FALSE
YVbon543262,545000,4217,5,5,2877,Bonanza Dr,Yucca Valley,92284,FALSE
YVarr779279,1100000,3410,2,3,2076,Arrowhead Dr,Yucca Valley,92284,FALSE
YVhop468536,315000,2184,2,3,1252,Hopi Trl,Yucca Valley,92284,FALSE
YVfar680687,699999,3034,3,4,1851,Farrelo Rd,Yucca Valley,92284,FALSE
YVavi648302,349900,1849,2,3,1189,Aviation Dr,Yucca Valley,92284,FALSE
YVsar579699,349900,2528,2,3,1400,Saratoga St,Yucca Valley,92284,FALSE
YVwar311494,349900,1999,2,3,1209,Warren Vista Ave,Yucca Valley,92284,FALSE
YVnav831189,525000,4076,3,3,2465,Navajo Trl,Yucca Valley,92284,FALSE
YVsie440646,399000,2703,3,3,1496,Sierra Way,Yucca Valley,92284,FALSE
YVmon585339,735000,3340,2,3,1863,Montecello Ct,Yucca Valley,92284,FALSE
YVeme971648,415000,2264,2,3,1596,Emerson Ave,Yucca Valley,92284,FALSE
YVsan282608,449000,,3,3,1977,San Juan Rd,Yucca Valley,92284,FALSE
YVava755265,429000,2929,2,3,1538,Avalon Ave,Yucca Valley,92284,FALSE
YVbla802347,1075000,4434,2,4,2427,Black Rock Canyon Rd,Yucca Valley,92284,FALSE
YVcan168014,424900,2985,2,3,1538,Canterbury St,Yucca Valley,92284,FALSE
YVsun111540,649000,2734,2,3,1492,Sun Via Dr,Yucca Valley,92284,FALSE
YVgol837408,399900,2459,2,3,1449,Goleta Ave,Yucca Valley,92284,FALSE
YVche923061,599000,2926,2,3,1777,Cheechaco Trl,Yucca Valley,92284,FALSE
YVjos196381,380000,2300,2,4,1534,Joshua Ln,Yucca Valley,92284,FALSE
YVcam217105,499000,2270,2,3,1338,Campero Dr,Yucca Valley,92284,FALSE
YVsie420110,469999,2699,2,3,1520,Sierra Vista Dr,Yucca Valley,92284,FALSE
YVel 198359,439999,,2,4,1844,El Dorado Ave,Yucca Valley,92284,FALSE
YVel 434655,349900,2028,2,3,1250,El Dorado Ave,Yucca Valley,92284,FALSE
YVnav143845,599900,3469,3,4,2337,Navajo Trl,Yucca Valley,92284,FALSE
YVel 762494,395000,3384,2,3,2292,El Dorado Rd,Yucca Valley,92284,FALSE
YVcar784397,1100000,4711,3,4,2780,Carmelita Cir,Yucca Valley,92284,FALSE
YVpin740891,950000,4535,4,3,3030,Pinon Dr,Yucca Valley,92284,FALSE
YVmes579303,599000,3593,4,4,2351,Mesa Dr,Yucca Valley,92284,FALSE
YVjua826976,469000,2710,2,4,2027,Juarez Ct,Yucca Valley,92284,FALSE
YVbal763051,839900,4711,3,4,2908,Balsa Ave,Yucca Valley,92284,FALSE
YVspr689821,365000,2400,2,3,1375,Spring Dr,Yucca Valley,92284,FALSE
YVsun333065,289000,1925,2,3,1129,Sunny Sands Dr,Yucca Valley,92284,FALSE
YVdes583460,379900,2899,3,4,1640,Desert Gold Dr,Yucca Valley,92284,FALSE
YVgol436008,335000,2305,2,3,1360,Goleta Ave,Yucca Valley,92284,FALSE
YVbon801051,499950,3204,3,4,2363,Bonanza Dr,Yucca Valley,92284,FALSE
YVcor113509,999999,,3,3,2471,Cortez Dr #A,Yucca Valley,92284,FALSE
YVfor137675,499900,4500,3,5,3060,Forrest Dr,Yucca Valley,92284,FALSE
YVnav207657,548500,2051,2,3,1348,Navajo Trl,Yucca Valley,92284,FALSE
YVpal474678,629900,5000,4,5,3968,Palomar Ave,Yucca Valley,92284,FALSE
YVter312865,995000,,3,3,2506,Terbush Ave,Yucca Valley,92284,FALSE
YVtao293324,587000,4500,3,3,3120,Taos Trl,Yucca Valley,92284,FALSE
YVbon869516,369000,2199,2,3,1250,Bonita Trl,Yucca Valley,92284,FALSE
YVant861131,283900,2395,2,3,1480,Antelope Trl,Yucca Valley,92284,FALSE
YVcon813959,1900000,,4,4,4500,Condalia Ave,Yucca Valley,92284,FALSE
YVava290405,295600,1728,2,3,1108,Avalon Ave,Yucca Valley,92284,FALSE
YVsun370106,450000,2999,2,4,1677,Sun Via Dr,Yucca Valley,92284,FALSE
YVpue998237,2995000,11879,3,4,2588,Puente Ct,Yucca Valley,92284,FALSE
BBCmap960795,670000,3750,3,3,2122,Maple Ridge Dr,Big Bear City,92314,FALSE
BBCmic186950,649000,2999,3,4,1975,Michael Ave,Big Bear City,92314,FALSE
BBCrob954690,539000,2300,2,3,1185,Robinhood Blvd,Big Bear City,92314,FALSE
BBCral669187,650000,2990,2,3,1686,Raleigh Dr,Big Bear City,92314,FALSE
BBCwil996342,575000,2996,2,3,1850,Willow Ln,Big Bear City,92314,FALSE
BBCmou688181,479900,2808,2,3,1456,Mount Doble Dr,Big Bear City,92314,FALSE
BBCpin565948,525000,3499,3,3,1954,Pine Ln,Big Bear City,92314,FALSE
BBCvil829077,599000,2999,2,4,1443,Villa Grove Ave,Big Bear City,92314,FALSE
BBCloo774386,1125000,4805,5,4,3752,Lookout Dr,Big Bear City,92314,FALSE
BBCmon779055,419000,2728,2,3,1428,Monte Vista Dr,Big Bear City,92314,FALSE
BBCmin825640,499000,2600,2,3,1128,Minton Dr,Big Bear City,92314,FALSE
BBCshe279555,1535000,,4,3,2936,Shenandoah Way,Big Bear City,92314,FALSE
BBCroc446158,965000,,2,3,2425,Rocky Mountain Rd,Big Bear City,92314,FALSE
BBCgre426298,499000,2699,3,3,1344,Greenspot Blvd,Big Bear City,92314,FALSE
BBCloo747930,900000,4500,2,3,2758,Lookout Dr,Big Bear City,92314,FALSE
BBCe s602081,630000,2999,2,3,1689,E Sherwood Blvd,Big Bear City,92314,FALSE
BBCgre974544,380000,,2,3,1322,Greenspot Blvd,Big Bear City,92314,FALSE
BBCher696026,1010000,4113,2,4,2334,Heritage Trl,Big Bear City,92314,FALSE
BBCala139032,1100000,,3,4,2421,Alameda Ct,Big Bear City,92314,FALSE
BBCtuo892881,1900000,1950,6,5,4400,Tuolumne Rd,Big Bear City,92314,FALSE
BBCpan338906,655000,3696,3,3,2111,Panorama Dr,Big Bear City,92314,FALSE
BBCval583411,950000,3658,3,5,3108,Vale Dr,Big Bear City,92314,FALSE
BBCpan869249,549900,2999,3,4,1636,Panamint Mountain Dr,Big Bear City,92314,FALSE
BBChem225334,649000,3127,3,4,1974,Hemlock Ln,Big Bear City,92314,FALSE
BBCbal625881,495000,3069,3,3,1807,Baldwin Lake Rd,Big Bear City,92314,FALSE
BBCmit556273,960000,4800,3,4,3415,Mitchell Ln,Big Bear City,92314,FALSE
BBCbut362672,824888,3073,3,4,2012,Butte Ave,Big Bear City,92314,FALSE
BBCmal894956,409000,2228,1,3,1188,Malabar Way,Big Bear City,92314,FALSE
BBCmyr168446,697000,3421,3,4,1945,Myrtle Ave,Big Bear City,92314,FALSE
BBCln500599,289000,2028,2,3,903,Ln,Big Bear City,92314,FALSE
BBCkla557053,699900,2999,2,3,1600,Klamath Rd,Big Bear City,92314,FALSE
BBCara190208,1275000,4886,4,4,4575,Arastre Rd,Big Bear City,92314,FALSE
BBCwhi778580,794000,3406,3,3,1973,Whispering Forest Dr,Big Bear City,92314,FALSE
BBCest742818,849900,4500,3,3,2698,Estacia Rd,Big Bear City,92314,FALSE
BBCw b597491,949000,4320,4,4,2062,W Big Bear Blvd,Big Bear City,92314,FALSE
BBCher594889,2289000,7545,10,6,6534,Heritage Trl,Big Bear City,92314,FALSE
BBCpal122554,1250000,4187,4,4,3894,Palomino Dr,Big Bear City,92314,FALSE
BBCla 455445,645000,2999,3,3,1829,La Crescenta Dr,Big Bear City,92314,FALSE
BBCyos992550,1100000,4411,3,4,3478,Yosemite Dr,Big Bear City,92314,FALSE
BBCe b162852,550000,2350,2,3,1214,E Barker Blvd,Big Bear City,92314,FALSE
BBCvan362856,599000,,2,3,1800,Van Dusen Canyon Rd,Big Bear City,92314,FALSE
BBCbea798000,1226688,5114,5,5,3626,Bear Loop,Big Bear City,92314,FALSE
BBCced443456,725000,3349,3,4,2830,Cedar Mountain Rd,Big Bear City,92314,FALSE
BBCher223889,1950000,7723,5,5,4188,Heritage Trl,Big Bear City,92314,FALSE
BBCln521604,349000,,1,3,840,Ln,Big Bear City,92314,FALSE
BBCln270080,799000,3196,2,3,2304,Ln,Big Bear City,92314,FALSE
BBCcas189500,1149000,4641,4,3,2803,Cascade Rd,Big Bear City,92314,FALSE
BBCcur687859,729000,3634,3,4,2768,Curvate Dr,Big Bear City,92314,FALSE
BBCval670453,634000,3399,2,3,2264,Valley View Dr,Big Bear City,92314,FALSE
BBCbre727475,659900,3858,3,5,2208,Brewer Way,Big Bear City,92314,FALSE
BBCshe868764,2099999,9797,5,6,4668,Shenandoah Way,Big Bear City,92314,FALSE
BBCgre239337,549900,,2,3,1440,Greenspot Blvd,Big Bear City,92314,FALSE
BBCfea745573,1050000,4214,6,8,6200,Feather Mountain Dr,Big Bear City,92314,FALSE
BBCeto283307,749000,3298,3,3,1716,Eton Ln,Big Bear City,92314,FALSE
BBCsan209026,449500,2484,2,3,1326,San Martin St,Big Bear City,92314,FALSE
BBCbea604590,624900,2778,2,3,1420,Bear Mountain Rd,Big Bear City,92314,FALSE
BBCber266082,699900,3206,2,3,1832,Bernhardt Ln,Big Bear City,92314,FALSE
BBLsun251724,599000,2999,3,4,1651,Sunset Dr,Big Bear Lake,92315,FALSE
BBLeur365935,475000,1952,2,3,876,Eureka Dr,Big Bear Lake,92315,FALSE
BBLmon247972,499000,2329,2,3,1174,Monterey St,Big Bear Lake,92315,FALSE
BBLcam420174,699000,2961,3,4,1706,Cameron Dr,Big Bear Lake,92315,FALSE
BBLenc772766,899900,3437,3,5,2400,Encino Rd,Big Bear Lake,92315,FALSE
BBLqua305363,769900,2828,2,3,1504,Quail Dr,Big Bear Lake,92315,FALSE
BBLthr377512,950000,4146,4,4,2436,Thrush Dr,Big Bear Lake,92315,FALSE
BBLbon542235,1350000,5484,3,4,2770,Bonita Ln,Big Bear Lake,92315,FALSE
BBLrou740592,794900,2463,2,3,1288,Round Dr,Big Bear Lake,92315,FALSE
BBLgle462824,1649900,7730,4,5,3227,Glenwood Dr,Big Bear Lake,92315,FALSE
BBLgle969098,1799900,7843,6,5,4084,Glenwood Dr,Big Bear Lake,92315,FALSE
BBLkni730885,799900,2999,2,3,1600,Knight Ave,Big Bear Lake,92315,FALSE
BBLyos424068,899900,3349,0,4,2344,Yosemite Dr,Big Bear Lake,92315,FALSE
BBLfor844454,574900,2095,1,3,1008,Forest Dr,Big Bear Lake,92315,FALSE
BBLbow482814,825000,2999,2,3,1588,Bow Canyon Rd,Big Bear Lake,92315,FALSE
BBLfin625070,749000,2499,2,3,1326,Finch Dr,Big Bear Lake,92315,FALSE
BBLori625030,779000,3069,3,3,1669,Oriole Dr,Big Bear Lake,92315,FALSE
BBLbuf507241,665000,2400,2,3,1206,Buffalo Ct,Big Bear Lake,92315,FALSE
BBLbig223493,1179000,4725,4,3,2314,Big Bear Blvd,Big Bear Lake,92315,FALSE
BBLiro674412,1400000,5221,4,4,3517,Ironwood Dr,Big Bear Lake,92315,FALSE
BBLfal302395,625000,2914,2,3,1540,Falcon Ave,Big Bear Lake,92315,FALSE
BBLmap184471,695000,2643,2,3,1376,Mapleleaf Dr,Big Bear Lake,92315,FALSE
BBLqua656732,625000,2095,2,3,1315,Quail Dr,Big Bear Lake,92315,FALSE
BBLsta984191,1749000,7725,4,4,3285,Starlight Cir,Big Bear Lake,92315,FALSE
BBLtal839913,1400000,4751,4,3,2184,Talbot Dr,Big Bear Lake,92315,FALSE
BBLalt195064,614000,2999,3,3,1700,Alta Vista Ave,Big Bear Lake,92315,FALSE
BBLn s531739,2499000,6332,7,7,5365,N Star Dr,Big Bear Lake,92315,FALSE
BBLcas735210,1215000,5554,4,5,3664,Castlewood Dr,Big Bear Lake,92315,FALSE
BBLhil426265,649000,2414,3,3,1356,Hillcrest Dr,Big Bear Lake,92315,FALSE
BBLdou605770,599900,2499,2,3,1361,Douglas St,Big Bear Lake,92315,FALSE
BBLman536778,1399000,5486,3,3,3081,Manzanita Ct,Big Bear Lake,92315,FALSE
BBLcon590124,565000,2499,2,3,1287,Conklin Rd,Big Bear Lake,92315,FALSE
BBLced264813,699000,2590,2,3,1408,Cedar Ave,Big Bear Lake,92315,FALSE
BBLrid415553,730000,,3,5,2048,Ridge Crest Dr,Big Bear Lake,92315,FALSE
BBLhea646379,1029900,4772,3,3,3232,Heavenly Valley Rd,Big Bear Lake,92315,FALSE
BBLn b106687,2399000,,4,5,2764,N Bay Dr,Big Bear Lake,92315,FALSE
BBLhil963206,438000,2327,1,3,1172,Hillcrest Dr,Big Bear Lake,92315,FALSE
BBLshe222764,525000,2329,2,3,1200,Sheephorn Rd,Big Bear Lake,92315,FALSE
BBLcov729076,4855356,20182,9,9,7236,Cove Dr,Big Bear Lake,92315,FALSE
BBLtem626633,625000,3229,2,3,2039,Temple Ln,Big Bear Lake,92315,FALSE
BBLbut371774,824888,3073,3,4,2012,Butte Ave,Big Bear Lake,92315,FALSE
BBLmap675601,899000,3353,3,4,2156,Mapleleaf Dr,Big Bear Lake,92315,FALSE
BBLsto242089,1400000,5900,4,4,3343,Stonebridge Rd,Big Bear Lake,92315,FALSE
BBLaur304544,4650000,16179,5,6,6750,Aurora Rd,Big Bear Lake,92315,FALSE
BBLtea358698,1174900,5041,3,3,2005,Teakwood Dr,Big Bear Lake,92315,FALSE
BBLmen891024,649900,2999,2,3,1636,Menlo Dr,Big Bear Lake,92315,FALSE
BBLray152827,639900,2314,2,3,1244,Rayo Ln,Big Bear Lake,92315,FALSE
BBLred849703,1074900,4095,4,4,2553,Redwood Dr,Big Bear Lake,92315,FALSE
BBLpri506131,824900,2999,3,3,1899,Primrose Dr,Big Bear Lake,92315,FALSE
BBLper122030,449000,2157,1,3,680,Peregrine Ave,Big Bear Lake,92315,FALSE
BBLedg916687,795000,2999,2,3,2116,Edgemoor Rd,Big Bear Lake,92315,FALSE
BBLcov721031,1195000,3989,2,3,1892,Cove Dr,Big Bear Lake,92315,FALSE
BBLsun874950,589000,2484,2,3,1334,Sunset Dr,Big Bear Lake,92315,FALSE
BBLkil705884,1249000,4758,3,3,2888,Killington Way,Big Bear Lake,92315,FALSE
BBLwil674014,799900,2813,3,4,1686,Willow Ave,Big Bear Lake,92315,FALSE
BBLshe968899,599900,,2,3,1140,Sheephorn Rd,Big Bear Lake,92315,FALSE
BBLway976488,595000,2392,2,3,1284,Waynoka Ln,Big Bear Lake,92315,FALSE
BBLeag588906,2100000,6713,4,5,4159,Eagle Dr,Big Bear Lake,92315,FALSE
BBLmoo189137,829000,3586,3,4,2748,Moonridge Rd,Big Bear Lake,92315,FALSE
BBLhil672047,699900,2556,2,3,1415,Hillcrest Dr,Big Bear Lake,92315,FALSE
BBLcon707322,799000,2999,2,4,1728,Conklin Rd,Big Bear Lake,92315,FALSE
BBLeag355318,1790000,7020,3,5,3527,Eagle Lake Dr,Big Bear Lake,92315,FALSE
BBLpar161985,649900,2749,2,3,1458,Park Ave,Big Bear Lake,92315,FALSE
BBLbig269047,650000,2100,2,3,948,Big Bear Blvd,Big Bear Lake,92315,FALSE
